"box_file","home_away","minutes","fgm","fga","3pm","3pa","ftm","fta","dreb","oreb","pf","stl","tover","blk"
"189226.html","home","200","30","65","10","24","11","15","7","25","23","6","14","8"
"189227.html","away","200","21","47","7","18","15","19","4","14","17","10","30","1"
"189227.html","home","200","35","59","11","19","13","17","9","23","15","11","22","3"
"189228.html","away","200","18","51","6","25","15","20","9","24","16","6","13","9"
"189228.html","home","200","28","64","7","18","11","16","10","24","16","5","9","3"
"189229.html","away","200","17","48","6","21","11","16","2","19","19","6","12","5"
"189229.html","home","200","28","58","2","10","11","16","9","27","12","5","9","6"
"189230.html","away","200","23","60","11","21","12","16","10","21","23","4","18","1"
"189230.html","home","200","23","54","10","32","17","28","9","25","19","5","15","5"
"189231.html","away","200","21","55","4","15","17","27","8","24","28","4","19","8"
"189231.html","home","200","16","66","3","16","34","42","13","28","23","10","8","7"
"189232.html","away","200","19","55","6","21","21","37","14","27","28","3","10","1"
"189232.html","home","200","16","53","5","24","24","37","13","29","26","4","13","3"
"189233.html","away","200","21","54","6","24","8","14","8","23","16","8","11","1"
"189233.html","home","200","20","50","5","17","9","12","6","26","14","4","12","1"
"189234.html","away","200","15","53","3","19","21","30","10","23","19","4","14","1"
"189234.html","home","200","28","55","11","24","12","23","7","27","20","10","9","4"
"189235.html","away","200","30","74","6","24","8","9","13","18","26","6","10","3"
"189235.html","home","200","29","55","9","18","27","35","4","27","16","5","11","2"
"189236.html","away","200","25","61","9","27","5","8","8","26","13","1","7","2"
"189236.html","home","200","22","63","6","23","4","7","12","25","15","6","8","5"
"189237.html","away","200","23","57","13","30","14","17","6","28","18","8","20","4"
"189237.html","home","200","24","64","9","32","13","16","10","28","16","4","18","6"
"189238.html","away","225","22","59","4","23","12","13","13","20","19","9","20","3"
"189238.html","home","225","20","58","7","26","9","14","16","23","18","9","23","5"
"189239.html","away","200","18","53","6","18","15","30","7","27","16","4","21","4"
"189239.html","home","200","34","76","11","28","8","15","14","29","24","10","15","8"
"189240.html","away","225","21","70","8","40","14","20","14","28","23","10","17","6"
"189240.html","home","225","26","65","7","22","11","20","13","33","23","8","17","4"
"189241.html","away","200","17","52","5","26","8","10","6","23","19","2","22","1"
"189241.html","home","200","28","63","9","30","11","16","15","28","15","9","16","8"
"189242.html","away","200","30","68","7","21","7","11","12","20","17","4","10","5"
"189242.html","home","200","29","59","12","21","10","17","10","26","10","5","14","6"
"189243.html","away","200","25","65","3","22","8","15","5","25","11","5","9","4"
"189243.html","home","200","29","65","10","26","12","14","10","36","13","4","12","8"
"189244.html","away","200","21","53","6","16","20","24","9","22","26","9","22","1"
"189244.html","home","200","23","54","10","30","19","25","10","24","19","9","19","1"
"189245.html","away","200","21","54","6","21","14","20","11","24","19","3","29","2"
"189245.html","home","200","28","62","6","16","12","16","8","23","21","10","17","1"
"189246.html","away","200","30","65","9","23","6","15","10","24","19","10","10","0"
"189246.html","home","200","29","61","9","19","12","14","6","25","13","7","16","3"
"189247.html","away","275","30","67","10","25","45","57","7","33","33","6","22","5"
"189247.html","home","275","34","85","10","31","32","51","19","29","42","13","20","3"
"189248.html","away","200","30","59","4","16","10","15","4","25","24","6","15","7"
"189248.html","home","200","19","58","8","29","24","31","9","23","17","5","15","0"
"189249.html","away","200","25","64","7","26","7","13","7","24","21","6","30","1"
"189249.html","home","200","43","80","9","25","20","29","16","33","17","15","21","5"
"189250.html","away","200","24","45","9","22","13","16","4","19","14","6","14","6"
"189250.html","home","200","25","61","8","16","8","12","12","19","19","8","13","2"
"189251.html","away","200","21","49","5","11","6","8","2","19","20","2","16","5"
"189251.html","home","200","29","60","9","19","12","20","14","24","14","6","5","2"
"189252.html","away","200","19","62","5","22","16","23","13","22","18","1","10","2"
"189252.html","home","200","24","60","9","34","16","17","11","27","19","4","9","5"
"189253.html","away","200","26","56","5","16","16","24","11","25","20","8","13","2"
"189253.html","home","200","24","56","9","23","20","25","7","23","19","5","11","2"
"189254.html","away","200","20","67","7","23","8","16","17","22","21","6","18","1"
"189254.html","home","200","25","56","6","19","17","24","10","31","21","7","16","5"
"189255.html","away","200","27","63","6","23","15","23","12","13","13","5","13","1"
"189255.html","home","200","42","60","13","19","9","13","2","30","23","9","12","2"
"189256.html","away","200","20","60","4","23","10","19","13","29","19","6","16","1"
"189256.html","home","200","25","50","5","17","15","26","4","27","17","7","15","4"
"189257.html","away","200","9","39","4","17","10","18","3","18","12","2","14","2"
"189257.html","home","200","25","59","9","27","7","12","9","30","20","9","10","5"
"189258.html","away","200","22","68","15","37","10","19","10","25","24","4","13","2"
"189258.html","home","200","26","66","8","17","22","34","16","34","18","8","12","8"
"189259.html","away","225","27","55","8","24","16","24","11","28","19","11","28","6"
"189259.html","home","200","22","61","6","27","10","18","11","17","23","18","19","4"
"189260.html","away","200","24","60","5","25","12","20","6","26","15","6","13","3"
"189260.html","home","200","29","61","10","29","16","21","4","23","22","5","11","7"
"189261.html","away","200","35","68","14","25","12","15","11","29","14","11","18","3"
"189261.html","home","200","26","61","6","23","12","16","6","21","15","11","17","9"
"189262.html","away","200","28","63","13","34","5","9","8","16","18","3","8","2"
"189262.html","home","200","25","52","11","24","16","20","8","28","18","5","14","3"
"189263.html","away","200","26","58","11","26","18","23","7","22","18","7","15","5"
"189263.html","home","200","27","60","15","31","13","23","12","25","20","10","17","2"
"189264.html","away","200","16","52","5","19","2","3","6","15","16","3","15","4"
"189264.html","home","200","35","59","9","19","7","8","7","28","12","7","9","6"
"189265.html","away","200","20","55","5","17","18","23","9","26","17","8","9","5"
"189265.html","home","200","14","50","4","22","19","24","8","24","19","3","13","4"
"189266.html","away","200","21","67","5","27","8","16","17","25","13","4","11","1"
"189266.html","home","200","33","65","7","22","5","6","6","32","11","3","6","5"
"189267.html","away","200","25","63","6","26","7","9","3","35","24","8","11","5"
"189267.html","home","200","22","62","2","10","19","29","10","34","15","3","13","1"
"189268.html","away","200","21","49","4","13","9","13","7","17","13","7","13","1"
"189268.html","home","200","26","50","8","24","6","10","8","22","10","8","12","2"
"189269.html","away","200","22","64","4","25","18","29","12","27","22","7","13","2"
"189269.html","home","200","23","54","3","22","14","22","4","30","21","2","15","4"
"189270.html","away","200","17","50","4","15","8","13","8","20","17","8","15","1"
"189270.html","home","200","26","49","4","10","11","19","7","24","11","12","10","5"
"189271.html","away","200","30","73","8","32","10","16","7","27","27","0","23","4"
"189271.html","home","200","47","93","13","37","27","37","20","36","15","16","6","1"
"189272.html","away","225","30","65","9","25","14","20","3","15","26","12","8","2"
"189272.html","home","225","27","52","8","20","24","32","8","31","17","4","22","5"
"189273.html","away","200","26","57","11","33","5","5","4","20","16","2","18","2"
"189273.html","home","200","31","60","6","20","13","18","8","24","9","13","11","1"
"189274.html","away","200","25","55","4","11","10","12","7","19","11","4","27","4"
"189274.html","home","200","40","76","10","26","5","12","16","22","15","15","13","6"
"189275.html","away","200","29","56","13","25","20","26","5","26","21","0","17","1"
"189275.html","home","200","28","64","12","31","11","17","6","22","24","8","9","2"
"189276.html","away","200","22","57","7","22","5","9","5","18","20","2","16","2"
"189276.html","home","200","30","56","12","24","15","22","11","28","14","4","14","2"
"189277.html","away","200","20","53","6","25","4","4","5","25","13","4","18","4"
"189277.html","home","200","27","60","2","14","8","10","8","23","8","7","9","5"
"189278.html","away","200","20","61","5","23","11","20","9","26","20","7","12","1"
"189278.html","home","206","28","57","9","23","11","22","8","35","20","2","16","4"
"189279.html","away","200","12","53","8","31","2","6","6","29","11","3","19","1"
"189279.html","home","200","26","68","4","25","9","14","13","34","10","8","10","6"
"189281.html","away","200","18","60","9","30","2","10","9","16","19","2","19","0"
"189281.html","home","200","38","74","7","25","17","20","11","26","13","7","4","7"
"189282.html","away","200","23","50","7","22","8","9","5","18","22","5","14","4"
"189282.html","home","200","26","60","6","12","19","27","15","22","15","5","8","3"
"189283.html","away","200","25","53","5","16","14","20","6","19","22","4","22","2"
"189283.html","home","200","34","61","7","16","15","22","10","22","23","14","16","3"
"189284.html","away","200","23","50","12","23","8","11","5","20","17","9","20","2"
"189284.html","home","200","26","52","8","22","11","18","9","18","13","13","12","7"
"189285.html","away","200","24","69","5","28","6","17","12","18","19","15","11","4"
"189285.html","home","200","26","59","9","29","17","22","12","33","18","5","19","5"
"189286.html","away","200","23","55","8","28","3","5","9","24","17","9","20","7"
"189286.html","home","200","23","54","5","12","12","21","10","21","7","8","13","4"
"189287.html","away","200","22","62","4","19","11","17","10","20","17","7","11","3"
"189287.html","home","200","31","60","11","26","8","12","10","28","18","7","12","4"
"189288.html","away","200","19","60","5","14","19","27","12","27","22","5","19","2"
"189288.html","home","200","22","60","8","22","22","27","12","28","24","10","16","6"
"189289.html","away","200","15","51","7","25","7","14","7","17","18","4","22","3"
"189289.html","home","200","33","75","11","36","14","17","21","28","14","9","13","5"
"189290.html","away","225","29","63","10","21","12","20","12","25","14","8","12","3"
"189290.html","home","225","27","64","14","36","9","11","8","26","12","6","10","5"
"189291.html","away","200","26","56","5","19","4","10","7","24","18","2","13","2"
"189291.html","home","200","21","52","5","17","12","18","6","25","19","6","14","4"
"189292.html","away","200","27","52","7","14","6","11","3","22","22","5","10","0"
"189292.html","home","200","22","48","5","20","25","31","6","23","16","4","9","0"
"189293.html","away","200","27","62","10","27","11","11","5","29","19","8","9","4"
"189293.html","home","200","16","50","7","19","20","27","8","26","12","2","16","0"
"189294.html","away","200","17","50","7","26","8","12","4","29","16","5","14","2"
"189294.html","home","200","20","57","8","28","7","13","9","28","14","6","12","4"
"189295.html","away","200","30","69","9","25","8","12","5","26","22","9","16","4"
"189295.html","home","200","25","61","15","28","15","20","11","33","17","6","24","3"
"189296.html","away","225","28","66","9","27","19","24","9","29","24","7","7","8"
"189296.html","home","225","25","68","6","25","24","30","10","23","22","4","8","3"
"189297.html","away","200","27","63","9","23","9","12","6","22","18","5","19","2"
"189297.html","home","200","40","71","16","31","13","31","17","24","15","16","9","5"
"189298.html","away","200","16","74","3","30","6","10","10","30","22","5","13","0"
"189298.html","home","200","20","53","7","24","17","27","6","42","17","7","16","10"
"189299.html","away","200","15","58","3","14","0","4","8","20","20","6","23","3"
"189299.html","home","200","32","60","19","30","21","28","10","34","10","10","13","4"
"189300.html","away","200","27","51","8","20","8","13","5","22","20","8","25","4"
"189300.html","home","200","27","62","10","30","13","18","8","19","15","10","15","0"
"189301.html","away","200","35","57","11","20","12","20","5","25","25","12","19","8"
"189301.html","home","200","24","56","6","18","24","32","7","19","16","10","19","2"
